blinded_document_id,doc_key,subtheme_id,original_status,rep1_raw_verdict,rep2_raw_verdict,rep1_gate,rep2_gate,rep1_verdict_after_gate,rep2_verdict_after_gate,auditor_verdict,repetitions_agree,cross_model_outcome,rep1_turn_id,rep2_turn_id,is_designated_control,final_absence_label,label_downgraded,label_reason,union_speakers,intersection_speakers
DOC_044D944A54,human::fg3,D,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,UNCERTAIN_QUOTATION_NOT_IN_NAMED_TURN,EVIDENCE_LOCALISED,UNCERTAIN,EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,PRESENCE_UNRESOLVED,T059,T059,False,,,,P3,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T023,T023,False,,,,P4,P4
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,B.2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T043,T043,False,ABSENCE_UNRESOLVED,False,,,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,B.4,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,C.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_0D65F24445,macho_meals_fg3_demoonly_run03,D,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T019,T019,False,,,,P3,P3
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T019,T020,False,,,,P2|P3,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T032,T032,False,,,,P3,P3
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,C.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T032,T032,False,,,,P3,P3
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,D,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T027,T027,False,ABSENCE_UNRESOLVED,False,,,
DOC_38E95A714D,macho_meals_fg5_run01,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T009,T009,False,,,,P2,P2
DOC_38E95A714D,macho_meals_fg5_run01,A.2,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,T017,T017,False,ABSENCE_CONTESTED,False,evidence gate passed in both repetitions; a contested absence is verified against the transcript and is unaffected by the subtheme eligibility rule,P1,P1
DOC_38E95A714D,macho_meals_fg5_run01,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_38E95A714D,macho_meals_fg5_run01,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_38E95A714D,macho_meals_fg5_run01,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T012,T012,False,,,,P3,P3
DOC_38E95A714D,macho_meals_fg5_run01,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_38E95A714D,macho_meals_fg5_run01,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T031,T033,False,,,,P3|P4,
DOC_38E95A714D,macho_meals_fg5_run01,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_38E95A714D,macho_meals_fg5_run01,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_38E95A714D,macho_meals_fg5_run01,C.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T035,T035,False,,,,P2,P2
DOC_38E95A714D,macho_meals_fg5_run01,D,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T023,T023,False,ABSENCE_UNRESOLVED,False,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T016,T016,False,,,,P5,P5
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,UNCERTAIN,,,NO_EVIDENCE_FOUND,UNCERTAIN,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,,T013,False,ABSENCE_UNRESOLVED,False,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,B.2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T016,T016,False,ABSENCE_UNRESOLVED,False,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,B.4,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,C.2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,NO_EVIDENCE_FOUND,,,UNCERTAIN,NO_EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T028,,False,ABSENCE_UNRESOLVED,False,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,C.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,D,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E7C5B45F7,macho_meals_fg2_run02,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T021,T021,False,,,,P4,P4
DOC_5E7C5B45F7,macho_meals_fg2_run02,A.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T029,T029,False,,,,P1,P1
DOC_5E7C5B45F7,macho_meals_fg2_run02,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E7C5B45F7,macho_meals_fg2_run02,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E7C5B45F7,macho_meals_fg2_run02,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T022,T046,False,,,,P1|P2,
DOC_5E7C5B45F7,macho_meals_fg2_run02,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E7C5B45F7,macho_meals_fg2_run02,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T014,T014,False,,,,P1,P1
DOC_5E7C5B45F7,macho_meals_fg2_run02,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
