doc_key,blinded_document_id,subtheme_id,subtheme_label,side,condition,fg,canonical_replication_index,physical_run
macho_meals_fg1_run02,DOC_7CB3BED8F8,C.3,Not nice,synthetic,enriched,fg1,2,macho_meals_fg1_run02
macho_meals_fg1_run02,DOC_7CB3BED8F8,D,D) Extreme cases,synthetic,enriched,fg1,2,macho_meals_fg1_run02
macho_meals_fg1_run03,DOC_89A4B9DB12,A.2,No influence,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,A.3,"No influence, but...",synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,B.1,Natural,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,B.3,Necessary,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,C.1,Unnatural,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,C.2,Insufficient,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,C.3,Not nice,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg1_run03,DOC_89A4B9DB12,D,D) Extreme cases,synthetic,enriched,fg1,3,macho_meals_fg1_run03
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,A.2,No influence,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,B.1,Natural,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,B.3,Necessary,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,C.1,Unnatural,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,C.2,Insufficient,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run01,DOC_42299FC42C,D,D) Extreme cases,synthetic,demographics-only,fg2,1,macho_meals_fg2_demoonly_run01
macho_meals_fg2_demoonly_run02,DOC_5690876521,A.2,No influence,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,A.3,"No influence, but...",synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,B.1,Natural,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,B.3,Necessary,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,B.4,Nice,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,C.1,Unnatural,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,C.2,Insufficient,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,C.3,Not nice,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run02,DOC_5690876521,D,D) Extreme cases,synthetic,demographics-only,fg2,2,macho_meals_fg2_demoonly_run02
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,A.2,No influence,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,A.3,"No influence, but...",synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,B.1,Natural,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,B.3,Necessary,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,C.1,Unnatural,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,C.2,Insufficient,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_demoonly_run03,DOC_106A064A5F,D,D) Extreme cases,synthetic,demographics-only,fg2,3,macho_meals_fg2_demoonly_run03
macho_meals_fg2_run01,DOC_62191FF7A9,A.2,No influence,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,A.3,"No influence, but...",synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,B.3,Necessary,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,C.1,Unnatural,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,C.2,Insufficient,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,C.3,Not nice,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run01,DOC_62191FF7A9,D,D) Extreme cases,synthetic,enriched,fg2,1,macho_meals_fg2_run01
macho_meals_fg2_run02,DOC_5E7C5B45F7,A.3,"No influence, but...",synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run02,DOC_5E7C5B45F7,B.1,Natural,synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run02,DOC_5E7C5B45F7,B.3,Necessary,synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run02,DOC_5E7C5B45F7,C.1,Unnatural,synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run02,DOC_5E7C5B45F7,C.2,Insufficient,synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run02,DOC_5E7C5B45F7,D,D) Extreme cases,synthetic,enriched,fg2,2,macho_meals_fg2_run02
macho_meals_fg2_run03,DOC_9EF98FE857,A.2,No influence,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,A.3,"No influence, but...",synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,B.1,Natural,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,B.3,Necessary,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,B.4,Nice,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,C.1,Unnatural,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,C.2,Insufficient,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,C.3,Not nice,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg2_run03,DOC_9EF98FE857,D,D) Extreme cases,synthetic,enriched,fg2,3,macho_meals_fg2_run03
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,A.2,No influence,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,A.3,"No influence, but...",synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,B.1,Natural,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,B.2,Normal,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,B.3,Necessary,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,B.4,Nice,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,C.1,Unnatural,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,C.2,Insufficient,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,C.3,Not nice,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run01,DOC_6596D7C9AE,D,D) Extreme cases,synthetic,demographics-only,fg3,1,macho_meals_fg3_demoonly_run01
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,A.2,No influence,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,A.3,"No influence, but...",synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,B.1,Natural,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,B.2,Normal,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,B.3,Necessary,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,B.4,Nice,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,C.1,Unnatural,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,C.2,Insufficient,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,C.3,Not nice,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run02,DOC_5CABCEADAF,D,D) Extreme cases,synthetic,demographics-only,fg3,2,macho_meals_fg3_demoonly_run02
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,A.2,No influence,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,A.3,"No influence, but...",synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,B.1,Natural,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,B.2,Normal,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,B.3,Necessary,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,B.4,Nice,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,C.1,Unnatural,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,C.2,Insufficient,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,C.3,Not nice,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_demoonly_run03,DOC_0D65F24445,D,D) Extreme cases,synthetic,demographics-only,fg3,3,macho_meals_fg3_demoonly_run03
macho_meals_fg3_run01,DOC_5B321817D0,A.2,No influence,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,A.3,"No influence, but...",synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,B.1,Natural,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,B.3,Necessary,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,C.1,Unnatural,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,C.2,Insufficient,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run01,DOC_5B321817D0,C.3,Not nice,synthetic,enriched,fg3,1,macho_meals_fg3_run01
macho_meals_fg3_run02,DOC_7360E12D6B,A.2,No influence,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,A.3,"No influence, but...",synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,B.1,Natural,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,B.3,Necessary,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,C.1,Unnatural,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,C.2,Insufficient,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,C.3,Not nice,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run02,DOC_7360E12D6B,D,D) Extreme cases,synthetic,enriched,fg3,2,macho_meals_fg3_run02
macho_meals_fg3_run03,DOC_F577441639,A.2,No influence,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,B.1,Natural,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,B.3,Necessary,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,C.1,Unnatural,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,C.2,Insufficient,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,C.3,Not nice,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg3_run03,DOC_F577441639,D,D) Extreme cases,synthetic,enriched,fg3,3,macho_meals_fg3_run03
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,A.2,No influence,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,A.3,"No influence, but...",synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,B.1,Natural,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,B.2,Normal,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,B.3,Necessary,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,B.4,Nice,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,C.1,Unnatural,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,C.2,Insufficient,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,C.3,Not nice,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run01,DOC_5C40E6DDF2,D,D) Extreme cases,synthetic,demographics-only,fg4,1,macho_meals_fg4_demoonly_run01
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,A.2,No influence,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,A.3,"No influence, but...",synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,B.1,Natural,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,B.3,Necessary,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,B.4,Nice,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,C.1,Unnatural,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,C.2,Insufficient,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,C.3,Not nice,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run02,DOC_C3FDCC095D,D,D) Extreme cases,synthetic,demographics-only,fg4,2,macho_meals_fg4_demoonly_run02
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,A.2,No influence,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,A.3,"No influence, but...",synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,B.1,Natural,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,B.3,Necessary,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,B.4,Nice,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,C.1,Unnatural,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,C.2,Insufficient,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,C.3,Not nice,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_demoonly_run03,DOC_F81D5D763A,D,D) Extreme cases,synthetic,demographics-only,fg4,3,macho_meals_fg4_demoonly_run03
macho_meals_fg4_run01,DOC_7A9976B196,A.2,No influence,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,A.3,"No influence, but...",synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,B.1,Natural,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,B.3,Necessary,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,C.1,Unnatural,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,C.2,Insufficient,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,C.3,Not nice,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run01,DOC_7A9976B196,D,D) Extreme cases,synthetic,enriched,fg4,1,macho_meals_fg4_run01
macho_meals_fg4_run03,DOC_E2AEC0969D,A.2,No influence,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,A.3,"No influence, but...",synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,B.1,Natural,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,B.3,Necessary,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,C.1,Unnatural,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,C.2,Insufficient,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,C.3,Not nice,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run03,DOC_E2AEC0969D,D,D) Extreme cases,synthetic,enriched,fg4,3,macho_meals_fg4_run03
macho_meals_fg4_run04,DOC_81B366A05D,A.3,"No influence, but...",synthetic,enriched,fg4,2,macho_meals_fg4_run04
