blinded_document_id,doc_key,subtheme_id,side,condition,fg,canonical_replication_index,original_status,rep1_verdict_after_gate,rep2_verdict_after_gate,rep1_gate,rep2_gate,auditor_verdict,repetitions_agree,final_label,label_reason,control_outcome,union_speakers,intersection_speakers
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,A.3,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.1,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,B.3,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,C.1,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,C.2,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_106A064A5F,macho_meals_fg2_demoonly_run03,D,synthetic,demographics-only,fg2,3,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,A.2,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P1|P3,
DOC_1E2FD20F40,macho_meals_fg5_run03,B.1,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,B.3,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,C.1,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,C.2,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,C.3,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_1E2FD20F40,macho_meals_fg5_run03,D,synthetic,enriched,fg5,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,UNCERTAIN,,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_38E95A714D,macho_meals_fg5_run01,A.2,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P1,P1
DOC_38E95A714D,macho_meals_fg5_run01,A.3,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_38E95A714D,macho_meals_fg5_run01,B.1,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_38E95A714D,macho_meals_fg5_run01,B.3,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_38E95A714D,macho_meals_fg5_run01,C.1,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_38E95A714D,macho_meals_fg5_run01,C.2,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_38E95A714D,macho_meals_fg5_run01,D,synthetic,enriched,fg5,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,A.2,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,B.1,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,B.3,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,C.1,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,C.2,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_42299FC42C,macho_meals_fg2_demoonly_run01,D,synthetic,demographics-only,fg2,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,UNCERTAIN,EVIDENCE_LOCALISED,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,P1,
DOC_4DA8BC4582,macho_meals_fg1_run01,A.2,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,A.3,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,B.1,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,B.3,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,EVIDENCE_FOUND,,EVIDENCE_LOCALISED,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,P1,
DOC_4DA8BC4582,macho_meals_fg1_run01,C.1,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,UNCERTAIN,,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,C.2,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,C.3,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_4DA8BC4582,macho_meals_fg1_run01,D,synthetic,enriched,fg1,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P3,P3
DOC_5690876521,macho_meals_fg2_demoonly_run02,A.2,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,A.3,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,NO_EVIDENCE_FOUND,,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,B.1,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,B.3,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,B.4,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,C.1,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,C.2,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,C.3,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5690876521,macho_meals_fg2_demoonly_run02,D,synthetic,demographics-only,fg2,2,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P3,P3
DOC_5B321817D0,macho_meals_fg3_run01,A.2,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,UNCERTAIN,EVIDENCE_LOCALISED,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,P3,
DOC_5B321817D0,macho_meals_fg3_run01,A.3,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5B321817D0,macho_meals_fg3_run01,B.1,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5B321817D0,macho_meals_fg3_run01,B.3,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5B321817D0,macho_meals_fg3_run01,C.1,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5B321817D0,macho_meals_fg3_run01,C.2,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5B321817D0,macho_meals_fg3_run01,C.3,synthetic,enriched,fg3,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,EVIDENCE_FOUND,,EVIDENCE_LOCALISED,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,P5,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,A.2,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,A.3,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P3,P3
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,B.1,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,B.2,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,gate-passed evidence in both repetitions,,P2,P2
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,B.3,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,B.4,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,C.1,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,C.2,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,C.3,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5C40E6DDF2,macho_meals_fg4_demoonly_run01,D,synthetic,demographics-only,fg4,1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,A.2,synthetic,demographics-only,fg3,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,A.3,synthetic,demographics-only,fg3,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,UNCERTAIN,,,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,repetitions disagreed or were undecided,,,
DOC_5CABCEADAF,macho_meals_fg3_demoonly_run02,B.1,synthetic,demographics-only,fg3,2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,AUDITOR_DID_NOT_FIND_EVIDENCE,True,AUDITOR_DID_NOT_FIND_EVIDENCE,repeated non-detection; corroboration forbidden under PROCEED_DETECTION_ONLY,,,
