condition,fg,canonical_replication_index,physical_run,run_dir_present,config_present,transcript_parseable,transcript_entries,transcript_words,moderator_turns,participant_turns,moderator_words,participant_words,empty_content_entries,last_state_file,final_state_parseable,current_section_index,guide_sections,sections_completed,all_sections_completed,inject_participant_intro,participation_mode,moderator_model,temperature,participant_response_max_tokens,session_id,run_label,total_turns,state_roster,state_roster_n,config_roster,roster_matches_config,participants_who_spoke,silent_participants,all_participants_contributed,section_transitions,moderator_log_entries,termination,transcript_sha256,config_sha256,final_state_sha256,guide_yaml_sha256,guide_in_config_sha256,agents_sha256_combined,agents_resolved,agents_missing,moderator_prompt_override,moderator_prompt_sha256,verdict,engagement_retry_path_available,forced_silences,forced_silence_rate,n_findings,hard_exclusions,material_warnings,runtime_warnings,finding_detail,archive_reason
enriched,fg4,2,macho_meals_fg4_run04,True,True,True,60,10257,21,39,1267,8990,0,state_turn_40.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_run04,run04,40,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,40,natural,4d5657308774e028ccf1d99afa16204033c00d5b85504d48a25534255b94440a,f3bb89f7225eaf758e010eac6a837ba48da1416368cf6e0c44f9b3527ab9802a,aa37c9826c74bda45e0ff84d52149597bb0c9e50cb52422c7f95deba4b395b35,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,677ac45bdc92da33e03de8723065d29aa52e894a8cdd7e9fc8460058df601b9e,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
enriched,fg4,3,macho_meals_fg4_run03,True,True,True,59,8970,22,37,1319,7651,0,state_turn_38.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_run03,run03,38,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,38,natural,bcbb32180af1b39dae69318cfb2a7872ce38f4b05edf4b97cbdaf3586deb341b,3da41eaf5c73cf85224d428ed1fc1ef657404120db069ffb28ef85b5af7ff3a2,a2f1bf6f9056affc648940863230c630590af0a9738df72dff4e1786784441e0,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,677ac45bdc92da33e03de8723065d29aa52e894a8cdd7e9fc8460058df601b9e,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,False,3,0.0316,2,,ENGAGEMENT_RETRY_PATH_ABSENT|FORCED_SILENCES_PRESENT,,"[MATERIAL_COMPARABILITY_WARNING] ENGAGEMENT_RETRY_PATH_ABSENT: Run executed the pre-fix engagement path: any engagement validation fault silenced the participant immediately, with no retry. Runs in the other condition executed the post-fix path (retry, then silence). Participation-dependent metrics are not like-for-like across conditions. ;; [MATERIAL_COMPARABILITY_WARNING] FORCED_SILENCES_PRESENT: 3 participant speaking opportunit(ies) suppressed by a technical fault rather than a modelled choice (0.0316 of engagement assessments).",
enriched,fg5,1,macho_meals_fg5_run01,True,True,True,52,9406,17,35,1167,8239,0,state_turn_36.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_run01,run01,36,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,36,natural,d958578193685ea523523fbcf88d62d7a020f0cc780ac17ebd298824528d4b4b,53906b939596b24b1a6fc190a1a70af5c01036e8cfa743107b34084631be53da,c6a393c6adbad6f344db379b319b4be8a3e09113e7f4dd4d8c1204e34398a104,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,1c5344833603080a18d61ae6e9f60c54e0cdd8ab8f10877cab5865473e5c58ba,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,False,3,0.0246,2,,ENGAGEMENT_RETRY_PATH_ABSENT|FORCED_SILENCES_PRESENT,,"[MATERIAL_COMPARABILITY_WARNING] ENGAGEMENT_RETRY_PATH_ABSENT: Run executed the pre-fix engagement path: any engagement validation fault silenced the participant immediately, with no retry. Runs in the other condition executed the post-fix path (retry, then silence). Participation-dependent metrics are not like-for-like across conditions. ;; [MATERIAL_COMPARABILITY_WARNING] FORCED_SILENCES_PRESENT: 3 participant speaking opportunit(ies) suppressed by a technical fault rather than a modelled choice (0.0246 of engagement assessments).",
enriched,fg5,2,macho_meals_fg5_run03,True,True,True,69,9658,26,43,1458,8200,0,state_turn_44.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_run03,run03,44,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,44,natural,5eac32723e2126536b5391cc9caa0e2e49a75590f3552a86bf5ae2f96db09c49,5927222b53698c3ec07e326c3d32c049f1adc7fd522a321c62546bd8ec703eb7,a9dfee84002d352acad00377774c3ce86329f12eaac0f2d3d7e4920a98cb45af,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,1c5344833603080a18d61ae6e9f60c54e0cdd8ab8f10877cab5865473e5c58ba,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,False,4,0.0288,2,,ENGAGEMENT_RETRY_PATH_ABSENT|FORCED_SILENCES_PRESENT,,"[MATERIAL_COMPARABILITY_WARNING] ENGAGEMENT_RETRY_PATH_ABSENT: Run executed the pre-fix engagement path: any engagement validation fault silenced the participant immediately, with no retry. Runs in the other condition executed the post-fix path (retry, then silence). Participation-dependent metrics are not like-for-like across conditions. ;; [MATERIAL_COMPARABILITY_WARNING] FORCED_SILENCES_PRESENT: 4 participant speaking opportunit(ies) suppressed by a technical fault rather than a modelled choice (0.0288 of engagement assessments).",
enriched,fg5,3,macho_meals_fg5_run04,True,True,True,61,10049,23,38,1796,8253,0,state_turn_39.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_run04,run04,39,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,39,natural,745aca2208c6f99425f1e83a2c06ba2169e2fa424b1d7f6be2dfeb84720813fe,b20db3d8175b494ac3089cc974f468bcbe6b5d212acdec2325cfc7ab3742d6af,d876115503e7f4a9ef2f27430759bbb83259c9141c21d97e4f6ffe9580032082,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,1c5344833603080a18d61ae6e9f60c54e0cdd8ab8f10877cab5865473e5c58ba,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,False,4,0.0299,2,,ENGAGEMENT_RETRY_PATH_ABSENT|FORCED_SILENCES_PRESENT,,"[MATERIAL_COMPARABILITY_WARNING] ENGAGEMENT_RETRY_PATH_ABSENT: Run executed the pre-fix engagement path: any engagement validation fault silenced the participant immediately, with no retry. Runs in the other condition executed the post-fix path (retry, then silence). Participation-dependent metrics are not like-for-like across conditions. ;; [MATERIAL_COMPARABILITY_WARNING] FORCED_SILENCES_PRESENT: 4 participant speaking opportunit(ies) suppressed by a technical fault rather than a modelled choice (0.0299 of engagement assessments).",
demographics-only,fg1,1,macho_meals_fg1_demoonly_run01,True,True,True,79,16574,25,54,1899,14675,0,state_turn_55.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg1_demoonly_run01,demoonly_run01,55,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,5,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,True,5,,True,7,55,natural,1b0b3a5690ec7da427990240aca2598ece473928000ccf36cf7e8461d7623ae0,cc47e6414cc52a13aa32f06296898ed4f4ef4f3786492b4e698f98d70cf89cda,7381d5648b4c4f87c9b158eda38cf82376686ddaeeb35caf63b4c7bf791e2f6e,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,336d0fe3572eb5cd53132d15c94e5b444bc6f040620eda859b5e3b3f9c76fa82,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg1,2,macho_meals_fg1_demoonly_run02,True,True,True,67,10497,21,46,1687,8810,0,state_turn_53.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg1_demoonly_run02,demoonly_run02,53,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,5,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,True,5,,True,7,53,natural,3a13dec43f7d8ef0414d2b1efec6bbb4893c44ee3d58a029a5d24a1d003d0e14,5d4015777d61c72c4e7dd485b22e60feff1395544c17cf8cf10246b2d6ac90ea,d3f74fce82dfbf14ff40d3357b2317c39a8ad1d791355e0d7b2726cf6a624883,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,336d0fe3572eb5cd53132d15c94e5b444bc6f040620eda859b5e3b3f9c76fa82,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg1,3,macho_meals_fg1_demoonly_run03,True,True,True,65,9923,19,46,1098,8825,0,state_turn_47.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg1_demoonly_run03,demoonly_run03,47,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,5,mm_fg1_amir|mm_fg1_david|mm_fg1_ibrahim|mm_fg1_isaiah|mm_fg1_will,True,5,,True,7,47,natural,e1e0c25fee4da238b2ca6e9c644fc900437a788e7d009b65c48f141491def4e7,c4220b0afe8e183f0684927df24419955bbd9b01967170100854d348cd7c6e46,830ffa992f6e92a4e765eaf227c98e75bc183105fad58d16d5d8ffdb2c23cb51,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,336d0fe3572eb5cd53132d15c94e5b444bc6f040620eda859b5e3b3f9c76fa82,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg2,1,macho_meals_fg2_demoonly_run01,True,True,True,60,8922,18,42,1165,7757,0,state_turn_43.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg2_demoonly_run01,demoonly_run01,43,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,5,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,True,5,,True,7,43,natural,f95013d621b1ae76cda004a2efd3c768a49bffe3a0826d308b20aab81cebb636,98f605c988757e0269cf6957454b15434049bcff64006903b0cd54a684b485f1,8ed201ba745808ca5dbd5c2018539ff2e88548c34d1a48ee6c9e2ed4290b80bb,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,80944957b15a8dc9fef75b26e67de72527b2375ad5c8b46e2838f6e6f31cc31f,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg2,2,macho_meals_fg2_demoonly_run02,True,True,True,63,11039,21,42,1293,9746,0,state_turn_43.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg2_demoonly_run02,demoonly_run02,43,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,5,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,True,5,,True,7,43,natural,caec4dc4e9be935a911a787dfb4e400b44e11b0b895a6982fa039f66ae9c6d94,ace6777384ed32c383faa92f5df678d594f87fa3432c83118b4b6f465b7f0b82,d675071774bfdc48983b042fb5c1ef6ac99cf189517c383a975cae7b47a749cc,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,80944957b15a8dc9fef75b26e67de72527b2375ad5c8b46e2838f6e6f31cc31f,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg2,3,macho_meals_fg2_demoonly_run03,True,True,True,57,8334,19,38,1175,7159,0,state_turn_40.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg2_demoonly_run03,demoonly_run03,40,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,5,mm_fg2_bilal|mm_fg2_connor|mm_fg2_henry|mm_fg2_noah|mm_fg2_sam,True,5,,True,7,40,natural,9328657709196f8fa80eafb2a0a0b5c61d49ed3b69104b2c7b08290886d8cadb,18cd44a8674dd014a1e4fe12877af7650b21df8ae77f6e38ff498dfef8e9179c,09d879053da163fec9427432b99f95928122c8c30be557ef7e49480309fd7e86,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,80944957b15a8dc9fef75b26e67de72527b2375ad5c8b46e2838f6e6f31cc31f,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg3,1,macho_meals_fg3_demoonly_run01,True,True,True,60,10940,24,36,2011,8929,0,state_turn_37.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg3_demoonly_run01,demoonly_run01,37,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,5,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,True,5,,True,7,37,natural,0354775c50d2af821da3927662b4046c0f8ad699844573382d82186e08df88c7,af870937a59a80ae9d3374d3b4f9ddf5291def0186c0a68d87a09ad40d969130,52024a90f2f756982e152a6f83828e63e6dbbf6584c9114dc189e170390a16ee,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,86bc113c6d798abdafd0ab3df123e4994a64dd265f5e52b19a5905865d5afee8,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg3,2,macho_meals_fg3_demoonly_run02,True,True,True,59,10162,20,39,1474,8688,0,state_turn_40.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg3_demoonly_run02,demoonly_run02,40,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,5,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,True,5,,True,7,40,natural,63c5554cfebe4a92be25e24b129688f3b0c2a53b4db190a1fd1f0a7692080975,e2b3f46f017ef28c61f1968a76b3afd4e5e80f55e0eefdef91c1d7d68161b07d,1a3d54111de38a79b568eea6c66985c303e9122f45fcea763052cf0bb54d76b0,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,86bc113c6d798abdafd0ab3df123e4994a64dd265f5e52b19a5905865d5afee8,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg3,3,macho_meals_fg3_demoonly_run03,True,True,True,84,15481,28,56,1551,13930,0,state_turn_58.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg3_demoonly_run03,demoonly_run03,58,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,5,mm_fg3_andrew|mm_fg3_daniel|mm_fg3_john|mm_fg3_nick|mm_fg3_paul,True,5,,True,7,58,natural,905b3f213dccc2cfba90ba6399a751f35f8bb3dd5ccf263abd7e9784889dfd32,c7d087d42874594470a306b2145cf73bc012ac831a58eed67e89d9747baaca71,4c5d767b31bbfd86145c8afae911a0cf356aac52e4e1d2bfffde47528ad1d77e,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,86bc113c6d798abdafd0ab3df123e4994a64dd265f5e52b19a5905865d5afee8,5,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,True,1,0.0041,1,,FORCED_SILENCES_PRESENT,,[MATERIAL_COMPARABILITY_WARNING] FORCED_SILENCES_PRESENT: 1 participant speaking opportunit(ies) suppressed by a technical fault rather than a modelled choice (0.0041 of engagement assessments).,
demographics-only,fg4,1,macho_meals_fg4_demoonly_run01,True,True,True,44,7747,16,28,1074,6673,0,state_turn_29.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_demoonly_run01,demoonly_run01,29,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,29,natural,7554166e66f9aa2ff17bde2e148baa645b60cf324ba782f0f66121305b79865d,1309ff9cd733958cd15734d69f8fbe4c0748b56039831dbb8cdb29ffd4f90192,6e7b2021c73d10e0a3032ca9e841227605719031190f39812eff2c46fc983cdb,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,6ed9e7e3dc627c7671e25afc7a6a5b7c6d0f67d96965789d3fc2ccaf305d9382,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg4,2,macho_meals_fg4_demoonly_run02,True,True,True,53,7362,21,32,1473,5889,0,state_turn_33.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_demoonly_run02,demoonly_run02,33,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,33,natural,32af809606045f2922823aad4b3c37b8030c2f523809f6ef656fe15ac2e6f0bf,210cc1d9bffc487af7a147ee0043d70f1b60f8ba015c7c90c13258f5b1671d89,40e2a9dab3662da919263ac2a2aa38597944ee74400459799db6e98ef72b0056,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,6ed9e7e3dc627c7671e25afc7a6a5b7c6d0f67d96965789d3fc2ccaf305d9382,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg4,3,macho_meals_fg4_demoonly_run03,True,True,True,51,9118,18,33,1431,7687,0,state_turn_35.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_demoonly_run03,demoonly_run03,35,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,35,natural,757dee6c426512a52d0c94e761f8a0e7652e5b16a5e1dbe1950585aadbc203d8,109b074d049f1716c3216329f6c22c1b9a4b8f6a52824da86eb47be32aa1a8d0,eaae0ca348dda5057b6f9a35c0402b5ed49a867ddee74f4e6f1a16e07b02b2e0,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,6ed9e7e3dc627c7671e25afc7a6a5b7c6d0f67d96965789d3fc2ccaf305d9382,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg5,1,macho_meals_fg5_demoonly_run01,True,True,True,53,8476,18,35,1111,7365,0,state_turn_36.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_demoonly_run01,demoonly_run01,36,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,36,natural,f39c5c10eecc023f851f782ab278e8a20af19712a9452785e407924203793b00,015f02cf8a9917692d961d443066b60df72526e0aa3b576cae3dafcc75c29925,41fa360d324fda8d8747a28a588f60b31aa9c3b7a44bdbf775cb87cf774f58fa,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,badeb268f3299eee28523fdb8b5205f40fccf9e1e77867b936d77ba8a602f48c,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg5,2,macho_meals_fg5_demoonly_run02,True,True,True,69,11665,25,44,1500,10165,0,state_turn_45.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_demoonly_run02,demoonly_run02,45,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,45,natural,83d2731d5ce68fdbbf1cace539d4bd99a6d9ed9f02544844f56bbb92195e5604,891e86b3b04500a42ff21b621edd6219a472cf12f059fa37e7b24cf899efdfb0,d64aea18b7b7a6645a8845a320b881f0cc4302a7412be68f7e3796690d79ace4,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,badeb268f3299eee28523fdb8b5205f40fccf9e1e77867b936d77ba8a602f48c,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS,True,0,0.0,0,,,,,
demographics-only,fg5,3,macho_meals_fg5_demoonly_run03,True,True,True,52,9421,19,33,1380,8041,0,state_turn_34.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg5_demoonly_run03,demoonly_run03,34,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,4,mm_fg5_fletcher|mm_fg5_keith|mm_fg5_patrick|mm_fg5_toby,True,4,,True,7,34,natural,2d923ac940315ca8b041f853a94be0917564de0f9bebe202958fc79fc51b5594,60b2c1da1769537d742b0fa473be0c1c3f70f98890f6ce3bc04c3383fbb118f7,d2be0b4d84c31949b8ed91e89c6bf0e1a688b9bb266b54654e2cf28a5f41dc1c,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,badeb268f3299eee28523fdb8b5205f40fccf9e1e77867b936d77ba8a602f48c,4,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,PASS_WITH_WARNINGS,True,0,0.0,1,,,LAUNCHER_LOG_ABSENT,[NONFATAL_RUNTIME_WARNING] LAUNCHER_LOG_ABSENT: launcher_stdout.log missing; runtime warnings cannot be cross-checked against stdout for this run.,
enriched(ARCHIVED:ARCHIVED_TECHNICAL_OUTLIER),fg4,,macho_meals_fg4_run02,True,True,True,40,6541,16,24,1101,5440,0,state_turn_25.json,True,6,7,7,True,False,emergent,claude-sonnet-4-6,1.0,800,macho_meals_fg4_run02,run02,25,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,3,mm_fg4_gregor|mm_fg4_james|mm_fg4_mark,True,3,,True,7,25,natural,094140b9e7ba02b27fabf9f2a61e99a88b76e494daec78e2672ab2759d56cb7a,e10e35bc63ff11ad2319a0441bbf6882ade3fd1c57433b869c8108723d11b243,c6eebad67187cd858cd658d673fa6511fe2bad3817675be83252563ef9beedc3,3c2dd222d52deafe2b8dfe022a25de4f5628cc70513199788a33217a7d2da1d8,e14999a0122e781060475c6facef9c3d66e4c25a0c692236fb6b333590e61ef2,677ac45bdc92da33e03de8723065d29aa52e894a8cdd7e9fc8460058df601b9e,3,0,sandbox/01_MODERATOR_SYSTEM_PROMPT_MINIMAL.md,ac8fb30c0b2eeac36dd52014462b24d5c429487f3c7401239f5a716b61f2af10,EXCLUDED_ARCHIVED_TECHNICAL_OUTLIER,,,,0,,,,,ARCHIVED_TECHNICAL_OUTLIER
