fg,condition,run,transcript_sha256,turn_id,speaker_masked,is_participant,prev_speaker_is_participant,n_words,n_clauses,label,evidence_quote,target_turn_id,evidence_verified,chunk_index
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T049,Speaker A,True,True,44,3,agreement,"If there was just like a bit more education around what goes in it as well, I guess.",T048,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T050,Speaker D,True,True,30,3,neutral_elaboration,chicken will just say chicken on the back.,,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T051,Speaker C,True,True,88,9,neutral_elaboration,"mostly, you know, they are plant based and they are good for the body",,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T052,Speaker E,True,True,68,6,neutral_elaboration,"regulating your blood sugar, preventing diabetes. It's also many health, um, advantages with it.",,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T053,Speaker B,True,True,253,25,agreement,I think more education about it would be good.,T049,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T053,Speaker B,True,True,253,25,agreement,"the price is really, it is expensive.",T047,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T053,Speaker B,True,True,253,25,neutral_elaboration,"recipe ideas, like what can I actually do with this?",,ok,3
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T054,Speaker A,True,True,27,2,neutral_elaboration,"try to make it so I don't, I don't know that I'm not eating meat",,ok,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T055,Speaker B,True,True,2,2,NONE,,,no_code:other,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T056,Speaker A,True,True,22,4,neutral_elaboration,make it so good and so close to meat,,ok,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T057,Speaker B,True,True,17,2,agreement,"Yeah, like I keep coming back to that doner meat.",T056,ok,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T058,Speaker A,True,True,8,2,NONE,,,no_code:other,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T059,Speaker B,True,True,13,2,neutral_elaboration,It was just at a Tesco.,,ok,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T060,Speaker A,True,True,18,3,NONE,,,no_code:other,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T061,Speaker B,True,True,45,7,neutral_elaboration,"You stick it in the pan, you cook it,",,ok,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T062,Speaker A,True,True,19,2,NONE,,,no_code:procedural,4
fg1,human,fg1_human,beae7ee5b433aca8b336ec12a02f3f7420d6dd416168aeefbc11368cf99d312f,T063,Speaker D,True,True,7,1,NONE,,,no_code:procedural,4
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T001,Speaker A,True,False,141,12,neutral_elaboration,"For me, it's usually the pub",,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T002,Speaker B,True,True,125,11,agreement,"Yeah, same here mate",T001,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T003,Speaker A,True,True,145,14,disagreement,But I'd say it does make a difference,T002,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T004,Speaker B,True,True,116,13,agreement,"Yeah, fair point actually",T003,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T005,Speaker C,True,True,228,20,agreement,"Yeah, that's spot on actually",T004,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T007,Speaker D,True,False,224,20,neutral_elaboration,"Honestly, it varies a lot",,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T009,Speaker E,True,False,167,16,neutral_elaboration,"I just eat what I fancy, really",,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T010,Speaker E,True,True,163,16,agreement,that's a good point Speaker D made,T007,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T011,Speaker C,True,True,249,25,disagreement,then you do end up thinking about it a bit more,T009,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T012,Speaker E,True,True,179,16,agreement,"Fair enough, yeah. You're right",T011,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T013,Speaker C,True,True,197,16,agreement,weeknight versus going out is definitely different,T012,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T013,Speaker C,True,True,197,16,disagreement,the habits you build on those Tuesday nights kind of feed into everything else,T012,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T015,Speaker C,True,False,257,29,agreement,That's kind of what Speaker E was saying earlier,T009,ok,0
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T017,Speaker B,True,False,189,23,disagreement,"I'm not sure it's quite the same thing, Speaker C",T015,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T018,Speaker C,True,True,249,22,agreement,"Yeah, fair point actually — you're right, that's different.",T017,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T019,Speaker B,True,True,170,19,disagreement,it's not just that there's no framework and I've never thought about it.,T018,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T021,Speaker D,True,False,276,27,disagreement,But I'd push back a bit on how he's framing it,T019,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T021,Speaker D,True,False,276,27,agreement,I completely agree with you there.,T015,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T022,Speaker B,True,True,197,19,agreement,and I suppose you're right that I've kind of been framing it like those are the only two options.,T021,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T023,Speaker D,True,True,249,23,disagreement,But I'd just push back slightly on the Newcastle thing,T022,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T025,Speaker A,True,False,209,26,neutral_elaboration,"Like, you go round Birmingham, you see blokes eating burgers, steaks, that kind of thing.",,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T027,Speaker D,True,False,276,30,agreement,you're right that it's real.,T025,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T027,Speaker D,True,False,276,30,disagreement,But I think I'd push back a bit on how inevitable it all is,T025,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T029,Speaker E,True,False,295,22,agreement,I think Speaker D's got a point,T027,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T029,Speaker E,True,False,295,22,disagreement,I think he might be underestimating how much it actually does feel like pressure,T027,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T030,Speaker D,True,True,289,24,agreement,You're right that I've got more room to just be different without it being this whole thing.,T029,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T032,Speaker D,True,False,246,25,neutral_elaboration,"Like, practically speaking, it's not impossible.",,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T033,Speaker A,True,True,230,29,agreement,connected to your community and the people you know. That's real.,T032,ok,1
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T034,Speaker D,True,True,312,34,agreement,you're right that there's no deep reason for you to change,T033,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T035,Speaker A,True,True,223,29,disagreement,"I think you're making it sound more... I dunno, passive than it actually is",T034,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T037,Speaker E,True,False,289,34,neutral_elaboration,"I eat meat, I like it fine, it's normal.",,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T039,Speaker B,True,False,231,31,agreement,I think I'm more like Speaker E than Speaker A on this,T037,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T041,Speaker B,True,False,230,26,neutral_elaboration,there's a certain way of thinking about food that I just wasn't raised with,,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T043,Speaker C,True,False,306,35,agreement,"the social stuff Speaker E and Speaker B are talking about — yeah, that's real.",T039,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T045,Speaker D,True,False,270,28,neutral_elaboration,what would actually pull people isn't the moral argument,,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T046,Speaker A,True,True,251,30,disagreement,I think you're kind of sidestepping what actually matters to me,T045,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T047,Speaker D,True,True,264,25,disagreement,I think you're kind of treating preference like it's just... fixed,T046,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T049,Speaker E,True,False,273,26,agreement,Speaker D's right that preference gets shaped by context,T047,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T049,Speaker E,True,False,273,26,disagreement,I think he's maybe underestimating how solid those preferences get once they're already formed,T047,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T050,Speaker D,True,True,252,29,agreement,"there's a difference between ""preference is shaped by context"" and ""your preference will change if context changes.""",T049,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T052,Speaker C,True,False,280,26,agreement,Speaker E's right — my preference for meat is shaped by everything around it,T049,ok,2
fg1,enriched,macho_meals_fg1_run01,fbe54e144019b9391f8b8c8354f9b52edc3637af360a12bef12d5731dc9accde,T054,Speaker B,True,False,225,27,agreement,"Like Speaker C said, it'd have to be personal",T052,ok,3
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T001,Speaker A,True,False,105,14,neutral_elaboration,I'd say for me it's probably just the pub,,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T002,Speaker B,True,True,145,17,disagreement,"But it's a bit different where I am, to be honest.",T001,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T003,Speaker A,True,True,160,18,agreement,but you're right. In the city you've got that luxury,T002,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T004,Speaker B,True,True,171,24,disagreement,the anonymity thing you're describing sounds a bit lonely to me,T003,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T006,Speaker C,True,False,202,19,agreement,it does sound a bit empty when you put it that way,T004,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T006,Speaker C,True,False,202,19,disagreement,But I also don't think you need to swing all the way to everyone knowing your business,T004,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T007,Speaker A,True,True,184,20,agreement,You're right — Glasgow's not like pure anonymity.,T006,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T009,Speaker D,True,False,201,18,agreement,I think what Speaker A said about having a choice resonates with me though.,T007,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T011,Speaker E,True,False,181,17,agreement,You've got that choice thing Speaker A mentioned.,T007,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T011,Speaker E,True,False,181,17,disagreement,I'm not sure I feel that disconnect Speaker B was talking about with the city anonymity.,T004,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T013,Speaker C,True,False,126,15,neutral_elaboration,"For me it's pretty straightforward, honestly.",,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T014,Speaker B,True,True,195,20,disagreement,"Yeah, it's a bit different for me though, I reckon.",T013,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T015,Speaker C,True,True,169,23,agreement,"but you're right — I've got it easy, haven't I?",T014,ok,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T016,Speaker B,True,True,174,18,agreement,"Exactly, yeah.",T015,EVIDENCE_FAIL:quote_too_short,0
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T018,Speaker A,True,False,201,18,neutral_elaboration,It's somewhere in the middle of what you two are describing.,,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T020,Speaker D,True,False,234,24,disagreement,"I reckon it probably does shape it more than Speaker C's admitting, anyway.",T015,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T020,Speaker D,True,False,234,24,neutral_elaboration,"when you're deciding what to eat, there's definitely this thing where meat just feels like the normal choice, you know?",,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T021,Speaker E,True,True,260,32,agreement,"Yeah, I think Speaker D's onto something there actually.",T020,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T021,Speaker E,True,True,260,32,challenge,"But I'm not sure how much of that is actually about masculinity, to be honest.",T020,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T022,Speaker D,True,True,223,23,challenge,"is that because it's actually a masculine thing, or is it just because it's not what anyone does around you?",T021,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T023,Speaker E,True,True,227,23,agreement,"Yeah, that's exactly it though. That's what I was trying to say.",T022,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T025,Speaker B,True,False,266,29,disagreement,But I reckon in a rural place that doesn't operate the same way.,T023,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T026,Speaker E,True,True,274,29,agreement,"hearing Speaker B describe that, I'm realizing I might've been downplaying how much of the performance thing is there for me too",T025,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T028,Speaker D,True,False,263,22,agreement,I think I'm aware enough of what Speaker E's saying about it being a safe choice,T026,ok,1
