question,raw_theme_id,cluster_id,is_uncertain
1,RT_AD2E041FE45C,UNCERTAIN,True
1,RT_5A3CCAD54657,C7,False
1,RT_B2BF49F247B9,C9,False
1,RT_1EBC575A357D,C17,False
1,RT_1D6A6C5510E9,C2,False
1,RT_C305DEBD83B2,UNCERTAIN,True
1,RT_797D2D30D48E,C15,False
1,RT_B7CC86817DA9,UNCERTAIN,True
1,RT_20C897D0BDC7,UNCERTAIN,True
1,RT_66334CEFA158,C10,False
1,RT_9727BE7C78E5,C16,False
1,RT_AB6352B94B9A,C18,False
1,RT_A46533291B73,C2,False
1,RT_4A753BC805CE,C11,False
1,RT_A46DDA53D526,C7,False
1,RT_873B56BCD8DF,C4,False
1,RT_5B7BDC927F18,C14,False
1,RT_A3109DBE7B60,C1,False
1,RT_616B6110C912,UNCERTAIN,True
1,RT_496F334B9AC7,UNCERTAIN,True
1,RT_F25FED0C5F18,C13,False
1,RT_D22EAF8FBDF7,C16,False
1,RT_0BA6404E1C33,C8,False
1,RT_FD5B095E98BD,C11,False
1,RT_98937E7DC205,C5,False
1,RT_96652F30202F,C8,False
1,RT_BAE949CB7FD1,C5,False
1,RT_560822A0EBF4,C7,False
1,RT_A50B0CE6880F,C2,False
1,RT_38AE753B2AEB,C16,False
1,RT_3FF94C3AD9EC,C9,False
1,RT_E8FB1C890FA5,C7,False
1,RT_9D4B90F2C9DD,C1,False
1,RT_D61ABC95D68E,C16,False
1,RT_DDEC5AB0B302,C1,False
1,RT_5A2796AB5CA5,C5,False
1,RT_D5426D0BFC4F,UNCERTAIN,True
1,RT_6971B2424910,UNCERTAIN,True
1,RT_85DFD6E1D444,C1,False
1,RT_36778D237EE5,C2,False
2,RT_D7E58783202B,UNCERTAIN,True
2,RT_DBE288BF810F,UNCERTAIN,True
2,RT_5EE0206483CF,C1,False
2,RT_A85F0536533B,UNCERTAIN,True
2,RT_22B5B34F298A,C2,False
2,RT_C88E828AFFB8,C4,False
2,RT_C6612D20C92E,C11,False
2,RT_841168ED0DAC,C3,False
2,RT_92E3AB96592E,C6,False
2,RT_02A31711BFA5,C4,False
2,RT_BB5E0D8A80D4,C11,False
2,RT_868E97BA4F16,UNCERTAIN,True
2,RT_8106095B9995,C12,False
2,RT_ADA54A864358,UNCERTAIN,True
2,RT_F7FD65EF3682,C1,False
2,RT_496A26CBC915,C14,False
2,RT_DE267D8C5009,UNCERTAIN,True
2,RT_81045D43BC1A,C5,False
2,RT_5F7EBA4B8409,C13,False
2,RT_9CD5A63E9DA4,C15,False
2,RT_E9EF5FBE5CD0,C16,False
2,RT_BA6D88F0FC38,C13,False
2,RT_8A14EDC3F7AB,C5,False
2,RT_F9AB2482CF9C,C5,False
2,RT_28056085E3E7,C1,False
2,RT_3FCB426016D0,C8,False
2,RT_976C0871AFB0,C3,False
2,RT_2B4D81299A2D,UNCERTAIN,True
2,RT_54766E83BEF3,C1,False
2,RT_7B4DB497D770,C18,False
2,RT_339D95F44241,C9,False
2,RT_D22FB1CA3734,C18,False
2,RT_B6F58A076360,C2,False
2,RT_43D3909355E1,UNCERTAIN,True
2,RT_73D51D4A6589,C10,False
2,RT_3B07C47B55A1,UNCERTAIN,True
2,RT_BAFD87558EBB,C10,False
2,RT_ECBBB74676F7,C8,False
2,RT_5FA04AA4A2DE,C1,False
2,RT_21C9B140D767,UNCERTAIN,True
2,RT_F9D9E33338AE,C2,False
2,RT_84731CE8E5EA,UNCERTAIN,True
2,RT_C69B6F22B333,UNCERTAIN,True
2,RT_115DE8807471,C2,False
2,RT_4A1185BBC78E,C17,False
2,RT_6CC15C4B41F3,C1,False
2,RT_BBA2CCD3EECC,C1,False
2,RT_D4F52F59AC79,C7,False
2,RT_E35609B43814,UNCERTAIN,True
2,RT_CF362DDBD4DE,C2,False
2,RT_BF9F30A9CBD7,UNCERTAIN,True
2,RT_B8B64D493581,C1,False
2,RT_8787ADFE5BAB,UNCERTAIN,True
2,RT_BA2DCF100F15,C12,False
2,RT_F15DA63D4AB8,UNCERTAIN,True
2,RT_220C696BE607,C4,False
2,RT_3EAB1DA1E6ED,C10,False
2,RT_6F507D2FCC3D,C3,False
2,RT_619B5DD2BE2C,C9,False
2,RT_4103FCD90EBF,C6,False
2,RT_AA52F98786F0,C14,False
2,RT_FDA56130F0E3,UNCERTAIN,True
2,RT_555EA8AB162F,UNCERTAIN,True
2,RT_7D82237853D7,UNCERTAIN,True
2,RT_691F5E9DF0ED,UNCERTAIN,True
2,RT_85B97C992514,C2,False
2,RT_6C9C0E72DF3A,UNCERTAIN,True
2,RT_0E456CB28BA4,C1,False
2,RT_AA7C56D47AD2,UNCERTAIN,True
2,RT_F667293F406B,UNCERTAIN,True
2,RT_D53B0BEDF21A,C17,False
2,RT_2CA4E2F9FF67,C13,False
2,RT_6A9D838E8BE7,UNCERTAIN,True
2,RT_93552C1A29B6,UNCERTAIN,True
2,RT_E6EAD8C89355,UNCERTAIN,True
2,RT_BBC69F749D32,C12,False
2,RT_7161F3C25FD4,UNCERTAIN,True
2,RT_49AB95A64472,C15,False
2,RT_AFFAAFAE9082,UNCERTAIN,True
2,RT_C8F87DCF4B63,UNCERTAIN,True
2,RT_27B50AFE5E8F,UNCERTAIN,True
2,RT_59D67BB37149,C3,False
2,RT_3C1EFB8A4468,C16,False
2,RT_11BEC7AB36E5,C1,False
2,RT_B71ED9DF7853,UNCERTAIN,True
2,RT_2EF207F0D58E,C7,False
2,RT_6B57B5C5306C,C13,False
2,RT_58B027FD0863,C1,False
2,RT_0DEFBB646DF3,UNCERTAIN,True
2,RT_91DD1EFDCF67,UNCERTAIN,True
2,RT_F585A7713E3C,C16,False
2,RT_C1640729BE50,UNCERTAIN,True
2,RT_1EA8715F4833,UNCERTAIN,True
2,RT_213315A0ABEB,C7,False
2,RT_605C263689BA,C7,False
2,RT_73479808C64C,UNCERTAIN,True
2,RT_8D2CED3DFCFA,UNCERTAIN,True
2,RT_43D0AFB1E329,UNCERTAIN,True
2,RT_C7E268A691E8,C5,False
2,RT_F870E036A83E,UNCERTAIN,True
2,RT_3A1C975136F1,UNCERTAIN,True
2,RT_F835CD4184D0,UNCERTAIN,True
2,RT_BC7CE11EFDA8,C6,False
3,RT_2381CCCAE689,UNCERTAIN,True
3,RT_843252748728,C13,False
3,RT_D49EFFB0162D,C1,False
3,RT_674C5C229037,C14,False
3,RT_807E41C123E6,UNCERTAIN,True
3,RT_B13D5037E828,UNCERTAIN,True
3,RT_E5F270C9FBF1,C4,False
3,RT_5DAFF74B2C9A,C6,False
3,RT_8C81B13AEAC5,C2,False
3,RT_0085A1684032,UNCERTAIN,True
3,RT_160221AFA6B5,C10,False
3,RT_0D7B412A90CC,C6,False
3,RT_A0DA7A5A873B,UNCERTAIN,True
3,RT_B9E6303A99B7,C2,False
3,RT_8639EBE239BE,UNCERTAIN,True
3,RT_221277384443,C2,False
3,RT_7896A3E681B1,C3,False
3,RT_9F6C5701C2A4,C1,False
3,RT_38B4D706D622,UNCERTAIN,True
3,RT_4181420439E7,C2,False
3,RT_3E3944EC6FF1,C3,False
3,RT_75DF3B1A9310,C2,False
3,RT_52C3488C9A62,UNCERTAIN,True
3,RT_7AAE97B230EB,C10,False
3,RT_C4A8753FE989,UNCERTAIN,True
3,RT_988BDF73B3A4,C13,False
3,RT_0C3A15D92697,C2,False
3,RT_43868AD2DB7E,C10,False
3,RT_8D775802D555,C2,False
3,RT_B79F6814014F,UNCERTAIN,True
3,RT_B9D04AD5EFA3,C5,False
3,RT_F043F09F0681,C9,False
3,RT_3B7B118F4808,C10,False
3,RT_02520CEBD7F5,UNCERTAIN,True
3,RT_75D1E886B73D,C11,False
3,RT_EB37FE4E3DB1,C1,False
3,RT_8CBFDF10A7E0,C2,False
3,RT_1C24C7D176FD,C7,False
3,RT_690D7024472B,C4,False
3,RT_A4ADCF6C2440,C2,False
3,RT_BA3CDF94DF55,C2,False
3,RT_55AE0B4C5D79,C4,False
3,RT_525CF9CB4F0C,C3,False
3,RT_3AFBBE68D09E,UNCERTAIN,True
3,RT_329CC71A649C,UNCERTAIN,True
3,RT_451F57F7A487,UNCERTAIN,True
3,RT_57C4B0B5936A,UNCERTAIN,True
3,RT_F7C7B1A4CF77,C8,False
3,RT_ABFE34242F48,C2,False
3,RT_776D95A89F66,C15,False
3,RT_1F8B25783568,C7,False
3,RT_E62569EB24BB,UNCERTAIN,True
3,RT_E6C3C7A354BA,UNCERTAIN,True
3,RT_3DF9619951DE,C7,False
3,RT_FE699915B935,C13,False
3,RT_9884D7111AD3,C10,False
3,RT_B5A256775DC8,C7,False
3,RT_794C17F27D97,UNCERTAIN,True
3,RT_26E278878FDE,UNCERTAIN,True
3,RT_67C97E854776,C10,False
3,RT_409542EE93B5,C9,False
3,RT_CBE8D2D39E5F,C1,False
3,RT_BAFB0E2F22F6,UNCERTAIN,True
3,RT_3FD282E6E426,C12,False
3,RT_FC7088944E39,C14,False
3,RT_45380BA46201,C2,False
3,RT_6D09FA5475DC,C12,False
3,RT_4E5BF59807AD,UNCERTAIN,True
3,RT_1EA4686CA5D7,C1,False
3,RT_D17F23232518,C1,False
3,RT_834503D22C15,C1,False
3,RT_B324102EF35A,UNCERTAIN,True
3,RT_68230138F3ED,C7,False
3,RT_A9B4A9BBCBA6,UNCERTAIN,True
3,RT_886006CBEE7D,C2,False
3,RT_B17D98D60A44,C1,False
3,RT_87A4BA5D6B25,C13,False
3,RT_FBC4505680CA,UNCERTAIN,True
3,RT_B96D1F4F51DD,UNCERTAIN,True
3,RT_38FB98E51950,C2,False
3,RT_238F500826D6,C3,False
3,RT_A5ADF6BB43D5,C2,False
3,RT_43DB2B9BB4B6,C5,False
3,RT_936FCCF376E2,UNCERTAIN,True
3,RT_A1EA1F6DAF84,UNCERTAIN,True
3,RT_570D0E392208,C10,False
3,RT_C3C3A68D21F5,C11,False
3,RT_43F90936FAC6,C6,False
3,RT_A5D9D154FD6C,C1,False
3,RT_1C4BF57BCD6C,UNCERTAIN,True
3,RT_0DDE8A17FF80,UNCERTAIN,True
3,RT_9117DEF27560,C2,False
3,RT_BCED28B4878A,C1,False
3,RT_86D2821B31B9,C3,False
3,RT_F58194B2ED6F,C5,False
3,RT_3D45013B434C,C15,False
3,RT_3B8BFC14E391,UNCERTAIN,True
3,RT_FEBB2AF20ED3,C11,False
3,RT_DA9F6BB46C7D,UNCERTAIN,True
3,RT_2F8FD893A2EE,UNCERTAIN,True
3,RT_292985EEE21D,C5,False
3,RT_87B2F72B0C41,C8,False
3,RT_CDD85DE31397,C8,False
3,RT_FE8DB70CC2BA,UNCERTAIN,True
3,RT_893BD2B9D7BE,C11,False
3,RT_860578FE3F9A,C3,False
3,RT_D1F4032B0B4F,UNCERTAIN,True
4,RT_22208D4FEF55,C5,False
4,RT_F2718F51F746,C5,False
4,RT_89BF4354187D,C14,False
4,RT_81682D5F7730,C18,False
4,RT_031048B0121A,C4,False
4,RT_635EF46998D2,C6,False
4,RT_56A553A799F1,C11,False
4,RT_5B2CFD686E78,C9,False
4,RT_81712BF5169D,C1,False
4,RT_CEABE1B30291,C2,False
4,RT_8E028550F031,C1,False
4,RT_EA38CDFA9991,C1,False
4,RT_8DE3CAACFBCB,UNCERTAIN,True
4,RT_F78190CEA663,C7,False
4,RT_E721633EFFA0,C7,False
4,RT_7233C80F653D,C21,False
4,RT_2C60AFCB5875,C13,False
4,RT_B82CA85B7BAF,C5,False
4,RT_2E87B81576D2,C1,False
4,RT_DFDE9B3CA591,C3,False
4,RT_C09B5F4B8B38,C3,False
4,RT_2C350884A3B8,C1,False
4,RT_1D9B8D000A3D,C7,False
4,RT_D88FD26BE5F3,C16,False
4,RT_3D0959BB6B11,UNCERTAIN,True
4,RT_1DE3D2964CB3,C1,False
4,RT_96F1FCE784D1,C15,False
4,RT_63F7F5E55423,C4,False
4,RT_E14BCFE0AF92,C1,False
4,RT_E5514894336A,C19,False
4,RT_C7092F7F0AD1,C6,False
4,RT_9EF02001F031,C3,False
4,RT_4E0110C2C31F,C19,False
4,RT_770A75C360A7,C2,False
4,RT_F039B881A0EB,C3,False
4,RT_74145EBD3617,C4,False
4,RT_BA9506951710,C1,False
4,RT_193BCCA3381C,C10,False
4,RT_6FF0FE992EF9,C20,False
4,RT_417DCA72C550,C2,False
4,RT_607E9FB70DDA,C12,False
4,RT_ED04368A8BFB,C18,False
4,RT_4B1EB6FA1D60,C6,False
4,RT_1B5CEC99E7D5,C1,False
4,RT_FA634BA42BEF,C9,False
4,RT_52C4B6B274DC,C3,False
4,RT_4FFDA79B4018,C16,False
4,RT_0C86AEFFB2C8,C2,False
4,RT_A6CE040775DC,C17,False
4,RT_E6FAE80AF7DC,C12,False
4,RT_73279FB7B618,C3,False
4,RT_34027DBEB15D,C6,False
4,RT_85FBA6B2744C,C16,False
4,RT_3E5F2A9E5DF3,C3,False
4,RT_48337A6B922C,C13,False
4,RT_0559E09FAB20,C1,False
4,RT_9EA1D08F7406,UNCERTAIN,True
4,RT_0629B2C06E15,C9,False
4,RT_046C3854A641,UNCERTAIN,True
4,RT_B08C71B38CDB,C8,False
4,RT_D79FC282BD61,UNCERTAIN,True
4,RT_B85121BD6F44,C4,False
4,RT_BFB27035A5D6,C3,False
4,RT_A66EC7A46836,UNCERTAIN,True
4,RT_022108823D78,C5,False
4,RT_4A8B636EB5EE,C20,False
4,RT_4FD9406D54FE,C8,False
4,RT_45A9C05857A2,UNCERTAIN,True
4,RT_BEBD4D65D139,C1,False
4,RT_A5CDD83C69A9,UNCERTAIN,True
4,RT_7FFE96D78506,C2,False
4,RT_67B60681D977,C2,False
4,RT_A871BC2AC430,C11,False
4,RT_E63B76713EE0,C9,False
4,RT_78CF9F6CD480,C21,False
4,RT_EC8218E28BFB,C1,False
4,RT_FF19ED857E41,UNCERTAIN,True
4,RT_328293663C3F,C2,False
4,RT_4BFDF5945525,C11,False
4,RT_B76FBD0C0801,C15,False
4,RT_AA7B68691A84,C3,False
4,RT_59D9E869B4E5,C7,False
4,RT_B04D46BF0E50,C10,False
4,RT_C623D59E28A1,C3,False
4,RT_888610B58CF8,C13,False
4,RT_096FE94F1851,C17,False
4,RT_007A664F2BFD,C1,False
4,RT_42C8C2032B1B,C2,False
4,RT_50AA129F4AF7,C4,False
4,RT_BB89B8FA3BA0,C3,False
4,RT_02D79392471E,UNCERTAIN,True
4,RT_132C29BE0319,C9,False
4,RT_4AC68448A4D2,UNCERTAIN,True
4,RT_84F12F6BFDA0,C6,False
4,RT_68EE29118C23,C7,False
4,RT_3019B22C5373,C1,False
4,RT_1C46A0EF8F4C,C17,False
4,RT_9097A6A07379,UNCERTAIN,True
4,RT_4B6A3F7E54AF,UNCERTAIN,True
4,RT_99B476DD98D0,UNCERTAIN,True
4,RT_1D82F011E36D,C7,False
4,RT_A4885E4A1893,UNCERTAIN,True
4,RT_E2024CE8104E,C20,False
4,RT_4D2EBEC2D9D8,C14,False
4,RT_13E53AA554B2,C3,False
5,RT_859F218FF538,C1,False
5,RT_9B0403DCB1DD,C9,False
5,RT_5417B5D5D22A,C12,False
5,RT_210A1348A360,UNCERTAIN,True
5,RT_ED9D678A1A48,C3,False
5,RT_BE0032C20100,C4,False
5,RT_D30A76D0FB4E,C9,False
5,RT_FA33AB398E37,UNCERTAIN,True
5,RT_11BB8BD63F6A,UNCERTAIN,True
5,RT_333006BF766B,UNCERTAIN,True
5,RT_590E80DFD966,C8,False
5,RT_849858467CB8,UNCERTAIN,True
5,RT_787EDC828C99,C4,False
5,RT_AA4041DDF41D,C3,False
5,RT_027B7D5B5EE3,C4,False
5,RT_3D21C1FA19D0,C14,False
5,RT_014976EEFFAD,UNCERTAIN,True
5,RT_C56384705D4C,C15,False
5,RT_AB89F6C96B70,C11,False
5,RT_13A0555A36B0,UNCERTAIN,True
5,RT_CF21E6ACBA49,C8,False
5,RT_BE95FE32F328,C9,False
5,RT_7BEAFC34DE04,C14,False
5,RT_8A5CF0FA1761,C8,False
5,RT_7ADCA5365CDD,C2,False
5,RT_2DDA8766BAAE,C3,False
5,RT_EF40ED859C1C,C10,False
5,RT_98A331FFC982,UNCERTAIN,True
5,RT_7A14AE78E836,UNCERTAIN,True
5,RT_D15C9203947E,UNCERTAIN,True
5,RT_1149D9B895DE,UNCERTAIN,True
5,RT_7775D5B59070,UNCERTAIN,True
5,RT_DFD43DCE0B21,C3,False
5,RT_506AC6AB5200,C4,False
5,RT_9D635DCE352C,C6,False
5,RT_645EE25E1C57,C13,False
5,RT_4C46C090346F,UNCERTAIN,True
5,RT_D432BA695514,C13,False
5,RT_ED7A93E32A3F,C5,False
5,RT_7CC162F39DF5,C16,False
5,RT_F4DBEDA5A869,UNCERTAIN,True
5,RT_7E876BF78A40,C7,False
5,RT_ED9E336D1375,UNCERTAIN,True
5,RT_AFD5FC44FDAA,UNCERTAIN,True
5,RT_11BA810B6876,UNCERTAIN,True
5,RT_F42C8CE0D4DD,UNCERTAIN,True
5,RT_1DC84BFDA14E,C8,False
5,RT_1377DDD16A4C,C3,False
5,RT_3C850BF05BA7,C12,False
5,RT_EA37024B54BD,C15,False
5,RT_561B692A0973,C7,False
5,RT_ECA6B0ABC1B5,C6,False
5,RT_2F5CF790A868,UNCERTAIN,True
5,RT_3BCB2EA4F0A8,C11,False
5,RT_FB1AF7ED6AF0,C3,False
5,RT_D0707AE2EE5C,C3,False
5,RT_1529F9A16610,UNCERTAIN,True
5,RT_F1FE2C20842C,UNCERTAIN,True
5,RT_ED857FF2E376,C16,False
5,RT_2B8508E6527A,C13,False
5,RT_D349E75418A0,UNCERTAIN,True
5,RT_C38E95E01328,C12,False
5,RT_8A60E7E5D8D2,C3,False
5,RT_8825B01AAA56,UNCERTAIN,True
5,RT_D6D3D73271EC,UNCERTAIN,True
5,RT_0F82C63CF627,UNCERTAIN,True
5,RT_55E0C08AAD89,C9,False
5,RT_AAB381345B84,UNCERTAIN,True
5,RT_042EF5CA830C,UNCERTAIN,True
5,RT_587C854829C7,C15,False
5,RT_B3A743E3D833,UNCERTAIN,True
5,RT_BC519FF6186B,C4,False
5,RT_0668F23FE84F,UNCERTAIN,True
5,RT_B5BD923133AB,UNCERTAIN,True
5,RT_4719C1A511AD,C10,False
5,RT_0B9F197EBC69,C3,False
5,RT_8F470927A176,C9,False
5,RT_E0AD8A326895,UNCERTAIN,True
5,RT_63734E96A638,UNCERTAIN,True
5,RT_6252AB35E4BA,C3,False
5,RT_ADD8A4732BB6,C3,False
5,RT_04E46D749D07,UNCERTAIN,True
5,RT_089EA6FB7FCD,C7,False
5,RT_EDC1F0CE99EA,C2,False
5,RT_E74D1D8E790A,C6,False
5,RT_A10FBC40712A,UNCERTAIN,True
5,RT_3970C7C38826,C3,False
5,RT_78F7A2250E8F,C10,False
5,RT_0BCAD58BD7E3,C4,False
5,RT_C634F25B10DB,UNCERTAIN,True
5,RT_E20252D91998,UNCERTAIN,True
5,RT_4302645040BE,UNCERTAIN,True
5,RT_66DC641D852F,UNCERTAIN,True
5,RT_A3D11738F8F4,C6,False
5,RT_A8B0A546305A,C3,False
5,RT_74ED04794F9B,C5,False
5,RT_3394E449EDBB,C3,False
5,RT_F6B8D60E888D,C6,False
5,RT_2D297F9964EA,UNCERTAIN,True
5,RT_F09C63E63429,C13,False
5,RT_99843F1412DF,UNCERTAIN,True
5,RT_1E9F1218EB96,UNCERTAIN,True
5,RT_503780388364,UNCERTAIN,True
5,RT_B3C79D927AD8,C11,False
5,RT_7F716793D94E,C5,False
5,RT_F93E85B410BA,UNCERTAIN,True
5,RT_651DD19C9610,C2,False
5,RT_8B053DC82495,C2,False
5,RT_8677482EDA56,UNCERTAIN,True
5,RT_F9BB6FFA615E,UNCERTAIN,True
5,RT_E506D022C548,C1,False
5,RT_1FB94B8D2E81,UNCERTAIN,True
5,RT_2EF35D53F0D5,UNCERTAIN,True
5,RT_85741A9F5CC6,UNCERTAIN,True
5,RT_6AC51E1CA958,C3,False
5,RT_9C52D84AB168,UNCERTAIN,True
