side,physical_run,condition,fg,canonical_replication_index,subtheme_id,voiced_by_n,participants_n,reach,implementation_caveat,namespace
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,A.1,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run03,enriched,fg2,3,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run03,enriched,fg2,3,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run02,enriched,fg1,2,A.1,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run02,enriched,fg1,2,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run02,enriched,fg1,2,B.4,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run04,enriched,fg5,3,A.1,4,4,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run04,enriched,fg5,3,B.2,2,4,0.5,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,A.3,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,B.2,3,5,0.6,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,B.4,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,C.3,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,B.2,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,B.4,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,C.3,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run02,enriched,fg2,2,A.1,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run02,enriched,fg2,2,A.2,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run02,enriched,fg2,2,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run02,enriched,fg2,2,B.4,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_run02,enriched,fg2,2,C.3,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,A.1,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,B.2,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,B.4,1,4,0.25,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,B.2,3,5,0.6,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,A.1,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,B.2,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,A.1,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,A.3,1,4,0.25,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,B.2,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,B.4,1,4,0.25,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,D,1,4,0.25,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run01,enriched,fg5,1,A.1,4,4,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run01,enriched,fg5,1,B.2,4,4,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run01,enriched,fg5,1,B.4,2,4,0.5,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run01,enriched,fg5,1,C.3,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run03,enriched,fg3,3,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run03,enriched,fg3,3,A.3,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run03,enriched,fg3,3,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run03,enriched,fg3,3,B.4,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,A.1,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_demoonly_run02,demographics-only,fg4,2,B.2,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_run01,enriched,fg4,1,A.1,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_run01,enriched,fg4,1,B.2,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg4_run01,enriched,fg4,1,B.4,2,3,0.6666666666666666,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,A.1,3,4,0.75,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_demoonly_run03,demographics-only,fg5,3,B.2,2,4,0.5,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run03,enriched,fg1,3,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run03,enriched,fg1,3,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run03,enriched,fg1,3,B.4,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,A.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,A.3,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,B.2,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,B.4,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,C.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,C.3,3,5,0.6,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg2,,D,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,B.2,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,B.4,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg2_demoonly_run03,demographics-only,fg2,3,C.3,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,A.1,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_demoonly_run01,demographics-only,fg1,1,B.2,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run01,enriched,fg1,1,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run01,enriched,fg1,1,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg1_run01,enriched,fg1,1,B.4,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run01,enriched,fg3,1,A.1,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run01,enriched,fg3,1,B.2,5,5,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run01,enriched,fg3,1,B.4,4,5,0.8,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg3_run01,enriched,fg3,1,D,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,A.2,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,B.3,1,3,0.3333333333333333,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,B.4,2,3,0.6666666666666666,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,C.1,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,C.3,2,3,0.6666666666666666,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg4,,D,3,3,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,A.1,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,A.2,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,B.1,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,B.2,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,B.3,3,5,0.6,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,B.4,1,5,0.2,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,C.1,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
human,,human,fg1,,C.3,2,5,0.4,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run03,enriched,fg5,2,A.1,2,4,0.5,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run03,enriched,fg5,2,A.3,1,4,0.25,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run03,enriched,fg5,2,B.2,4,4,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
synthetic,macho_meals_fg5_run03,enriched,fg5,2,B.4,4,4,1.0,14 canonical enriched runs executed the pre-fix engagement path; reach depends on who spoke — see frozen_evaluation_spec.md §9,_comparable_window
