physical_run,condition,fg,canonical_replication_index,excerpt_index,k_excerpts,k_reason,n_eligible_starts,start_entry_index,end_entry_index,n_entries,target_words,achieved_words,achieved_over_target,length_match_tolerance,within_tolerance,first_entry_exceeds_target,human_present_n,excerpt_localized_n,shared_n,evidence_localized_length_matched_recall,evidence_localized_length_matched_precision,namespace,caveat
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,3,10,,11,4,45,42,7631,7620,0.9986,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,4,10,,11,5,45,41,7631,7404,0.9703,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,5,10,,11,6,47,42,7631,7531,0.9869,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,6,10,,11,7,48,42,7631,7604,0.9965,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,7,10,,11,8,48,41,7631,7514,0.9847,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,8,10,,11,9,48,40,7631,7278,0.9537,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,9,10,,11,10,48,39,7631,7238,0.9485,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_demoonly_run02,demographics-only,fg3,2,10,10,,11,11,48,38,7631,7003,0.9177,0.9,True,False,10,1,1,0.1,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg3_run02,enriched,fg3,2,1,1,window_shorter_than_target: the whole synthetic window (6231 words) is shorter than the target (7631); the full window is used as the single excerpt,1,1,35,35,7631,6231,0.8165,0.9,False,False,10,3,3,0.3,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,1,10,,27,2,23,22,2963,2956,0.9976,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,2,10,,27,4,24,21,2963,2751,0.9285,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,3,10,,27,7,26,20,2963,2733,0.9224,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,4,10,,27,10,28,19,2963,2814,0.9497,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,5,10,,27,12,29,18,2963,2828,0.9544,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,6,10,,27,15,32,18,2963,2861,0.9656,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,7,10,,27,18,34,17,2963,2910,0.9821,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,8,10,,27,20,36,17,2963,2914,0.9835,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,9,10,,27,23,39,17,2963,2856,0.9639,0.9,True,False,7,4,2,0.2857,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run01,enriched,fg2,1,10,10,,27,26,42,17,2963,2936,0.9909,0.9,True,False,7,1,1,0.1429,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,1,10,,43,2,18,17,2963,2843,0.9595,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,2,10,,43,7,24,18,2963,2950,0.9956,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,3,10,,43,11,29,19,2963,2900,0.9787,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,4,10,,43,15,32,18,2963,2914,0.9835,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,5,10,,43,19,35,17,2963,2923,0.9865,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,6,10,,43,24,39,16,2963,2946,0.9943,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,7,10,,43,28,41,14,2963,2685,0.9062,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,8,10,,43,32,45,14,2963,2744,0.9261,0.9,True,False,7,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,9,10,,43,37,50,14,2963,2847,0.9609,0.9,True,False,7,1,1,0.1429,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run02,demographics-only,fg2,2,10,10,,43,41,55,15,2963,2778,0.9376,0.9,True,False,7,1,1,0.1429,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,1,10,,31,3,20,18,3440,3254,0.9459,0.9,True,False,6,3,1,0.1667,0.3333,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,2,10,,31,7,24,18,3440,3219,0.9358,0.9,True,False,6,4,2,0.3333,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,3,10,,31,10,26,17,3440,3254,0.9459,0.9,True,False,6,4,2,0.3333,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,4,10,,31,13,29,17,3440,3439,0.9997,0.9,True,False,6,4,2,0.3333,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,5,10,,31,16,31,16,3440,3225,0.9375,0.9,True,False,6,4,2,0.3333,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,6,10,,31,19,35,17,3440,3407,0.9904,0.9,True,False,6,3,2,0.3333,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,7,10,,31,22,37,16,3440,3239,0.9416,0.9,True,False,6,2,1,0.1667,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,8,10,,31,25,41,17,3440,3283,0.9544,0.9,True,False,6,1,1,0.1667,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,9,10,,31,28,45,18,3440,3329,0.9677,0.9,True,False,6,2,2,0.3333,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run04,enriched,fg4,2,10,10,,31,31,48,18,3440,3343,0.9718,0.9,True,False,6,2,2,0.3333,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,1,10,,31,2,23,22,3440,3321,0.9654,0.9,True,False,6,2,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,2,10,,31,5,25,21,3440,3430,0.9971,0.9,True,False,6,2,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,3,10,,31,8,28,21,3440,3412,0.9919,0.9,True,False,6,2,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,4,10,,31,11,30,20,3440,3351,0.9741,0.9,True,False,6,2,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,5,10,,31,15,34,20,3440,3428,0.9965,0.9,True,False,6,3,1,0.1667,0.3333,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
